path,label,split
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_mcl/lymph_mcl_1486.jpg,lymph_mcl,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_cll/lymph_cll_1863.jpg,lymph_cll,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_mcl/lymph_mcl_3582.jpg,lymph_mcl,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_cll/lymph_cll_1900.jpg,lymph_cll,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_fl/lymph_fl_3555.jpg,lymph_fl,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_cll/lymph_cll_4935.jpg,lymph_cll,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_mcl/lymph_mcl_4964.jpg,lymph_mcl,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_cll/lymph_cll_4288.jpg,lymph_cll,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_fl/lymph_fl_4967.jpg,lymph_fl,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_cll/lymph_cll_0336.jpg,lymph_cll,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_fl/lymph_fl_1252.jpg,lymph_fl,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_cll/lymph_cll_2739.jpg,lymph_cll,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_mcl/lymph_mcl_3605.jpg,lymph_mcl,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_fl/lymph_fl_3803.jpg,lymph_fl,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_mcl/lymph_mcl_2268.jpg,lymph_mcl,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_mcl/lymph_mcl_4074.jpg,lymph_mcl,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_fl/lymph_fl_3809.jpg,lymph_fl,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_mcl/lymph_mcl_1147.jpg,lymph_mcl,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_mcl/lymph_mcl_1329.jpg,lymph_mcl,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_mcl/lymph_mcl_0902.jpg,lymph_mcl,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_cll/lymph_cll_3878.jpg,lymph_cll,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_mcl/lymph_mcl_1343.jpg,lymph_mcl,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_fl/lymph_fl_3290.jpg,lymph_fl,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_fl/lymph_fl_4302.jpg,lymph_fl,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_fl/lymph_fl_2492.jpg,lymph_fl,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_mcl/lymph_mcl_0149.jpg,lymph_mcl,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_mcl/lymph_mcl_3318.jpg,lymph_mcl,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_fl/lymph_fl_4597.jpg,lymph_fl,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_fl/lymph_fl_3489.jpg,lymph_fl,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_cll/lymph_cll_0241.jpg,lymph_cll,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_mcl/lymph_mcl_1233.jpg,lymph_mcl,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_mcl/lymph_mcl_3479.jpg,lymph_mcl,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_mcl/lymph_mcl_0315.jpg,lymph_mcl,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_mcl/lymph_mcl_1918.jpg,lymph_mcl,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_cll/lymph_cll_2080.jpg,lymph_cll,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_mcl/lymph_mcl_0903.jpg,lymph_mcl,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_fl/lymph_fl_3464.jpg,lymph_fl,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_cll/lymph_cll_0313.jpg,lymph_cll,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_mcl/lymph_mcl_3123.jpg,lymph_mcl,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_cll/lymph_cll_2578.jpg,lymph_cll,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_fl/lymph_fl_1157.jpg,lymph_fl,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_cll/lymph_cll_4140.jpg,lymph_cll,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_cll/lymph_cll_3120.jpg,lymph_cll,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_mcl/lymph_mcl_1514.jpg,lymph_mcl,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_fl/lymph_fl_4651.jpg,lymph_fl,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_cll/lymph_cll_3666.jpg,lymph_cll,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_mcl/lymph_mcl_0220.jpg,lymph_mcl,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_mcl/lymph_mcl_2751.jpg,lymph_mcl,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_fl/lymph_fl_2172.jpg,lymph_fl,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_fl/lymph_fl_2875.jpg,lymph_fl,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_mcl/lymph_mcl_3052.jpg,lymph_mcl,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_mcl/lymph_mcl_0266.jpg,lymph_mcl,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_fl/lymph_fl_2494.jpg,lymph_fl,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_cll/lymph_cll_3020.jpg,lymph_cll,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_fl/lymph_fl_2229.jpg,lymph_fl,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_fl/lymph_fl_0923.jpg,lymph_fl,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_cll/lymph_cll_2869.jpg,lymph_cll,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_fl/lymph_fl_2186.jpg,lymph_fl,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_cll/lymph_cll_1026.jpg,lymph_cll,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_fl/lymph_fl_2175.jpg,lymph_fl,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_mcl/lymph_mcl_4914.jpg,lymph_mcl,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_mcl/lymph_mcl_3118.jpg,lymph_mcl,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_mcl/lymph_mcl_1920.jpg,lymph_mcl,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_mcl/lymph_mcl_1510.jpg,lymph_mcl,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_mcl/lymph_mcl_1529.jpg,lymph_mcl,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_mcl/lymph_mcl_2877.jpg,lymph_mcl,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_cll/lymph_cll_0946.jpg,lymph_cll,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_fl/lymph_fl_2244.jpg,lymph_fl,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_cll/lymph_cll_4612.jpg,lymph_cll,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_mcl/lymph_mcl_4598.jpg,lymph_mcl,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_cll/lymph_cll_0118.jpg,lymph_cll,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_cll/lymph_cll_1768.jpg,lymph_cll,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_fl/lymph_fl_3804.jpg,lymph_fl,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_mcl/lymph_mcl_2758.jpg,lymph_mcl,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_cll/lymph_cll_0057.jpg,lymph_cll,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_cll/lymph_cll_2447.jpg,lymph_cll,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_cll/lymph_cll_3002.jpg,lymph_cll,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_fl/lymph_fl_3780.jpg,lymph_fl,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_cll/lymph_cll_2509.jpg,lymph_cll,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_cll/lymph_cll_1221.jpg,lymph_cll,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_cll/lymph_cll_3651.jpg,lymph_cll,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_mcl/lymph_mcl_4995.jpg,lymph_mcl,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_mcl/lymph_mcl_3460.jpg,lymph_mcl,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_mcl/lymph_mcl_3974.jpg,lymph_mcl,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_mcl/lymph_mcl_3594.jpg,lymph_mcl,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_fl/lymph_fl_3651.jpg,lymph_fl,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_mcl/lymph_mcl_2281.jpg,lymph_mcl,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_fl/lymph_fl_1494.jpg,lymph_fl,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_fl/lymph_fl_0746.jpg,lymph_fl,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_fl/lymph_fl_2413.jpg,lymph_fl,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_cll/lymph_cll_1455.jpg,lymph_cll,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_cll/lymph_cll_4839.jpg,lymph_cll,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_fl/lymph_fl_2658.jpg,lymph_fl,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_cll/lymph_cll_4335.jpg,lymph_cll,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_mcl/lymph_mcl_3432.jpg,lymph_mcl,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_cll/lymph_cll_0440.jpg,lymph_cll,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_fl/lymph_fl_3908.jpg,lymph_fl,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_mcl/lymph_mcl_0517.jpg,lymph_mcl,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_mcl/lymph_mcl_1122.jpg,lymph_mcl,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_mcl/lymph_mcl_4753.jpg,lymph_mcl,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_fl/lymph_fl_2434.jpg,lymph_fl,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_cll/lymph_cll_0822.jpg,lymph_cll,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_mcl/lymph_mcl_1507.jpg,lymph_mcl,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_cll/lymph_cll_1470.jpg,lymph_cll,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_cll/lymph_cll_2362.jpg,lymph_cll,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_cll/lymph_cll_3097.jpg,lymph_cll,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_cll/lymph_cll_0608.jpg,lymph_cll,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_mcl/lymph_mcl_1250.jpg,lymph_mcl,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_cll/lymph_cll_2994.jpg,lymph_cll,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_mcl/lymph_mcl_4467.jpg,lymph_mcl,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_fl/lymph_fl_2367.jpg,lymph_fl,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_fl/lymph_fl_3859.jpg,lymph_fl,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_fl/lymph_fl_4652.jpg,lymph_fl,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_mcl/lymph_mcl_4113.jpg,lymph_mcl,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_fl/lymph_fl_1745.jpg,lymph_fl,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_mcl/lymph_mcl_1175.jpg,lymph_mcl,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_fl/lymph_fl_3668.jpg,lymph_fl,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_mcl/lymph_mcl_2479.jpg,lymph_mcl,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_fl/lymph_fl_3351.jpg,lymph_fl,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_fl/lymph_fl_2160.jpg,lymph_fl,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_cll/lymph_cll_2298.jpg,lymph_cll,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_fl/lymph_fl_0581.jpg,lymph_fl,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_mcl/lymph_mcl_4800.jpg,lymph_mcl,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_fl/lymph_fl_2376.jpg,lymph_fl,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_cll/lymph_cll_3834.jpg,lymph_cll,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_fl/lymph_fl_0087.jpg,lymph_fl,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_cll/lymph_cll_0768.jpg,lymph_cll,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_fl/lymph_fl_1501.jpg,lymph_fl,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_cll/lymph_cll_3967.jpg,lymph_cll,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Lymphoma/lymph_mcl/lymph_mcl_3353.jpg,lymph_mcl,train
