path,label,phash,split
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_malignant/breast_malignant_3167.jpg,breast_malignant,d54936ce1b36d870,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_benign/breast_benign_2773.jpg,breast_benign,b6be685a42a569aa,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_malignant/breast_malignant_3585.jpg,breast_malignant,8ae521b65bb59e48,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_benign/breast_benign_3141.jpg,breast_benign,cc36671130fe3a66,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_malignant/breast_malignant_2559.jpg,breast_malignant,d2edf681469a6159,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_benign/breast_benign_4240.jpg,breast_benign,fdaa88be0a84f0a7,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_malignant/breast_malignant_1293.jpg,breast_malignant,99d80cfbe6883f60,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_malignant/breast_malignant_2320.jpg,breast_malignant,86db8f6c542e01f9,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_malignant/breast_malignant_2861.jpg,breast_malignant,d2f65dbd6028932a,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_malignant/breast_malignant_2928.jpg,breast_malignant,d2c1726cd32c16db,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_benign/breast_benign_4954.jpg,breast_benign,9f3712b39280d99d,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_benign/breast_benign_4093.jpg,breast_benign,d78585b14ccb5b32,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_benign/breast_benign_2025.jpg,breast_benign,c743383cde7810cf,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_malignant/breast_malignant_2062.jpg,breast_malignant,ccedfbe280408f96,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_malignant/breast_malignant_1119.jpg,breast_malignant,c33a1cc331cff131,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_malignant/breast_malignant_0180.jpg,breast_malignant,cc7b4d8ec7996214,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_benign/breast_benign_0402.jpg,breast_benign,98a324e5dc387e3c,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_benign/breast_benign_4914.jpg,breast_benign,c4ccec37b9c1f904,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_malignant/breast_malignant_0577.jpg,breast_malignant,ff7e1e0b88c8a829,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_malignant/breast_malignant_3824.jpg,breast_malignant,f1c3769fd009fc20,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_benign/breast_benign_2533.jpg,breast_benign,8469bf4a5634c755,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_benign/breast_benign_1170.jpg,breast_benign,f20c9f66aa455555,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_benign/breast_benign_1220.jpg,breast_benign,e6d8a74efba00c49,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_malignant/breast_malignant_1091.jpg,breast_malignant,8d9d79364d738960,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_benign/breast_benign_3161.jpg,breast_benign,9ccb5c9bcd48e04e,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_benign/breast_benign_1298.jpg,breast_benign,f08c84755fbe4c49,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_benign/breast_benign_3825.jpg,breast_benign,ed6d0c6dee2c8906,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_benign/breast_benign_1306.jpg,breast_benign,ecb211b91919fbc8,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_benign/breast_benign_1567.jpg,breast_benign,8a02e1b1299cebdf,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_benign/breast_benign_0120.jpg,breast_benign,aa3df6073809f4c9,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_benign/breast_benign_0098.jpg,breast_benign,9d8edde01420dd7c,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_malignant/breast_malignant_3111.jpg,breast_malignant,afed01661f9d09b0,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_benign/breast_benign_4234.jpg,breast_benign,e0de1fc30078cc77,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_benign/breast_benign_0580.jpg,breast_benign,dd2330f81b0d8c7e,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_benign/breast_benign_2746.jpg,breast_benign,9a69df373800f391,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_malignant/breast_malignant_4229.jpg,breast_malignant,ad53fda5871e042a,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_malignant/breast_malignant_3797.jpg,breast_malignant,cf21bccb320e329b,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_malignant/breast_malignant_1106.jpg,breast_malignant,fbc3c22410fc5e2e,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_benign/breast_benign_4799.jpg,breast_benign,a5bc80e48a56fa2f,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_benign/breast_benign_1102.jpg,breast_benign,870581fb8ae98e97,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_malignant/breast_malignant_1935.jpg,breast_malignant,dd85faaec1522c98,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_malignant/breast_malignant_0315.jpg,breast_malignant,924d9bb449b453ae,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_benign/breast_benign_3761.jpg,breast_benign,999ac2e5ad4136ba,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_benign/breast_benign_4381.jpg,breast_benign,99ac5637e187580f,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_benign/breast_benign_4144.jpg,breast_benign,8146f78d7272153d,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_malignant/breast_malignant_4346.jpg,breast_malignant,a47c55d4caa0d55d,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_malignant/breast_malignant_1720.jpg,breast_malignant,e03533371eca6dd0,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_malignant/breast_malignant_4984.jpg,breast_malignant,e2ca8fbdc812f423,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_malignant/breast_malignant_0553.jpg,breast_malignant,d0d7c43958aadc3a,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_benign/breast_benign_0769.jpg,breast_benign,ca05a301ebdcd8de,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_benign/breast_benign_1194.jpg,breast_benign,d481fb0c613d3d71,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_malignant/breast_malignant_2651.jpg,breast_malignant,b6c948275ff11163,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_benign/breast_benign_4757.jpg,breast_benign,84772cd9a7a59866,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_malignant/breast_malignant_3290.jpg,breast_malignant,c5cc8d39fd814a5c,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_benign/breast_benign_4734.jpg,breast_benign,aee4602e7503dce6,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_malignant/breast_malignant_3103.jpg,breast_malignant,e069523db494decc,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_malignant/breast_malignant_4848.jpg,breast_malignant,a6dc1c113eb883f3,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_malignant/breast_malignant_0529.jpg,breast_malignant,ed5699a9c37c20d1,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_benign/breast_benign_0609.jpg,breast_benign,c47a8c333057facc,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_benign/breast_benign_1426.jpg,breast_benign,e815b39438bf06f1,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_benign/breast_benign_4080.jpg,breast_benign,c91a5e6435e85755,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_malignant/breast_malignant_3716.jpg,breast_malignant,8c73ea95a64bb4a2,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_malignant/breast_malignant_3038.jpg,breast_malignant,99c7017ceec30bb8,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_malignant/breast_malignant_3516.jpg,breast_malignant,af5f949831b74ac0,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_malignant/breast_malignant_1521.jpg,breast_malignant,8b4651e1fe4e5d06,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_malignant/breast_malignant_4733.jpg,breast_malignant,9c2e372b425cccb9,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_malignant/breast_malignant_2125.jpg,breast_malignant,cef0a953a4fbe028,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_malignant/breast_malignant_1326.jpg,breast_malignant,9b4bd5ab24622c3d,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_benign/breast_benign_0915.jpg,breast_benign,8a98b37a696d6b09,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_malignant/breast_malignant_4824.jpg,breast_malignant,a2b3bd8ed3590ca4,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_benign/breast_benign_0937.jpg,breast_benign,ca6fb61269217b94,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_malignant/breast_malignant_4502.jpg,breast_malignant,e313c1615161d6f7,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_benign/breast_benign_0978.jpg,breast_benign,d6035c21d721fb0f,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_malignant/breast_malignant_1286.jpg,breast_malignant,8ae34fca724c6bc1,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_benign/breast_benign_1683.jpg,breast_benign,990e6537d9642fe0,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_malignant/breast_malignant_4497.jpg,breast_malignant,a160df1807fbf0e8,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_malignant/breast_malignant_2649.jpg,breast_malignant,a5c3e2293fd12e26,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_malignant/breast_malignant_0262.jpg,breast_malignant,c7bd2b32c0dab80e,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_malignant/breast_malignant_3212.jpg,breast_malignant,de233108ef824d6f,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_malignant/breast_malignant_3547.jpg,breast_malignant,bea62571601ccff0,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_benign/breast_benign_2083.jpg,breast_benign,dd267213597a6a68,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_benign/breast_benign_2961.jpg,breast_benign,da1b9172478b32cb,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_malignant/breast_malignant_0223.jpg,breast_malignant,c7cc99d4e4202fcd,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_malignant/breast_malignant_1590.jpg,breast_malignant,c1073c8a63be7eb0,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_benign/breast_benign_1830.jpg,breast_benign,f00fb04ebe601fb2,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_malignant/breast_malignant_4960.jpg,breast_malignant,ac4f9c3d3c59b205,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_malignant/breast_malignant_4191.jpg,breast_malignant,d1dc2e27657b1189,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_benign/breast_benign_3003.jpg,breast_benign,8a2a45f42637bb8e,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_malignant/breast_malignant_2666.jpg,breast_malignant,8fc3c36cf29c94a2,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_benign/breast_benign_2032.jpg,breast_benign,f0fa037cc7c13938,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_benign/breast_benign_0452.jpg,breast_benign,b887e1dc5f26203e,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_malignant/breast_malignant_3042.jpg,breast_malignant,b9aa609e7c6206dd,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_benign/breast_benign_1348.jpg,breast_benign,8116e6c978cc66f9,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_malignant/breast_malignant_1381.jpg,breast_malignant,c895f93da9c255a4,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_benign/breast_benign_3561.jpg,breast_benign,952ce272cf780675,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_malignant/breast_malignant_1312.jpg,breast_malignant,85b4bcd0a1b9eb49,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_malignant/breast_malignant_4851.jpg,breast_malignant,c85166272a4cdd3f,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_benign/breast_benign_2782.jpg,breast_benign,f907f854d15e05aa,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_malignant/breast_malignant_0336.jpg,breast_malignant,c5c179fd071a5217,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_benign/breast_benign_2159.jpg,breast_benign,a82fcf12a75835e4,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_malignant/breast_malignant_3871.jpg,breast_malignant,86683fb64eaa9e44,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_benign/breast_benign_3733.jpg,breast_benign,d57615d65251e594,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_benign/breast_benign_3651.jpg,breast_benign,ac0c5273a337cd5a,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_malignant/breast_malignant_1194.jpg,breast_malignant,cc06db722b331dd1,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_malignant/breast_malignant_3214.jpg,breast_malignant,c513659a63ac5be4,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_malignant/breast_malignant_3221.jpg,breast_malignant,8c551b2fb5989c71,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_malignant/breast_malignant_3786.jpg,breast_malignant,e64514af8717e632,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_malignant/breast_malignant_1456.jpg,breast_malignant,d98995d143b5b625,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_malignant/breast_malignant_2493.jpg,breast_malignant,b63d2d4a1157ab49,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_malignant/breast_malignant_4660.jpg,breast_malignant,fdf86281f026159e,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_benign/breast_benign_2448.jpg,breast_benign,b098d1698c8efb66,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_benign/breast_benign_4175.jpg,breast_benign,80cf79fc3688559c,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_malignant/breast_malignant_0359.jpg,breast_malignant,8dc5fbac26034daa,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_malignant/breast_malignant_2018.jpg,breast_malignant,81d3cb5eca2592b9,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_benign/breast_benign_3261.jpg,breast_benign,8211f8b1fb1057b7,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_benign/breast_benign_0152.jpg,breast_benign,a4cd366a8d325ecc,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_malignant/breast_malignant_2240.jpg,breast_malignant,c6dd7b58d8e2aa02,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_malignant/breast_malignant_4808.jpg,breast_malignant,836c2952a897be5b,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_malignant/breast_malignant_1583.jpg,breast_malignant,c661367fa91e9151,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_malignant/breast_malignant_1072.jpg,breast_malignant,f0f66c3f608686cc,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Breast Cancer/breast_malignant/breast_malignant_2205.jpg,breast_malignant,d575331ac8c80e7b,train
