path,label,phash,split
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Brain Cancer/brain_menin/brain_menin_3504.jpg,brain_menin,943b2fec69c0a48f,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Brain Cancer/brain_menin/brain_menin_3405.jpg,brain_menin,d0c42b037f6fb434,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Brain Cancer/brain_glioma/brain_glioma_0404.jpg,brain_glioma,94963e5a71799961,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Brain Cancer/brain_menin/brain_menin_0072.jpg,brain_menin,816a7ff07a85c896,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Brain Cancer/brain_tumor/brain_tumor_4993.jpg,brain_tumor,803d7f727ac0619b,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Brain Cancer/brain_tumor/brain_tumor_1048.jpg,brain_tumor,d52a027d6d762b68,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Brain Cancer/brain_tumor/brain_tumor_3107.jpg,brain_tumor,d0c42b083f3ff03d,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Brain Cancer/brain_menin/brain_menin_1962.jpg,brain_menin,859e7ab16847656a,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Brain Cancer/brain_tumor/brain_tumor_4489.jpg,brain_tumor,858d3f937a0d685a,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Brain Cancer/brain_menin/brain_menin_1335.jpg,brain_menin,d48d2bf86ee43449,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Brain Cancer/brain_glioma/brain_glioma_0194.jpg,brain_glioma,d6332b4c3dc0b6e1,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Brain Cancer/brain_tumor/brain_tumor_0622.jpg,brain_tumor,81367f397bc16485,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Brain Cancer/brain_glioma/brain_glioma_4949.jpg,brain_glioma,d2d22f973c3e3068,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Brain Cancer/brain_tumor/brain_tumor_4561.jpg,brain_tumor,d1e147d42aca6d9a,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Brain Cancer/brain_menin/brain_menin_2153.jpg,brain_menin,85687aa53997339a,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Brain Cancer/brain_glioma/brain_glioma_2565.jpg,brain_glioma,857a7e60718f129e,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Brain Cancer/brain_tumor/brain_tumor_3060.jpg,brain_tumor,d5f74bc12a8a2d0d,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Brain Cancer/brain_menin/brain_menin_2357.jpg,brain_menin,80923b4d3d6f497c,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Brain Cancer/brain_menin/brain_menin_2044.jpg,brain_menin,d5910b932cde3669,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Brain Cancer/brain_menin/brain_menin_3686.jpg,brain_menin,d1c42e1a6d2fb165,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Brain Cancer/brain_tumor/brain_tumor_4787.jpg,brain_tumor,916b3eb43cc1e18e,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Brain Cancer/brain_glioma/brain_glioma_2419.jpg,brain_glioma,d03d2ff47cc0908f,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Brain Cancer/brain_menin/brain_menin_0789.jpg,brain_menin,d56e4a213bb67390,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Brain Cancer/brain_tumor/brain_tumor_3937.jpg,brain_tumor,d5764a2a69383d2d,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Brain Cancer/brain_glioma/brain_glioma_0022.jpg,brain_glioma,976878a563964e9a,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Brain Cancer/brain_tumor/brain_tumor_1805.jpg,brain_tumor,807f3d7a5a606565,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Brain Cancer/brain_menin/brain_menin_4948.jpg,brain_menin,956b7a256ea53911,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Brain Cancer/brain_menin/brain_menin_2723.jpg,brain_menin,975878e125ce9639,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Brain Cancer/brain_tumor/brain_tumor_2861.jpg,brain_tumor,85797e6260ae6e89,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Brain Cancer/brain_menin/brain_menin_0902.jpg,brain_menin,d2392fb430c7c69c,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Brain Cancer/brain_glioma/brain_glioma_3728.jpg,brain_glioma,91787eca68a525d3,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Brain Cancer/brain_tumor/brain_tumor_4016.jpg,brain_tumor,d43a2a3d6d363698,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Brain Cancer/brain_menin/brain_menin_0339.jpg,brain_menin,d22f29f63e9031c9,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Brain Cancer/brain_menin/brain_menin_4870.jpg,brain_menin,d5d53a1e612a5b61,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Brain Cancer/brain_glioma/brain_glioma_4819.jpg,brain_glioma,d2802afd3d1f6427,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Brain Cancer/brain_tumor/brain_tumor_1501.jpg,brain_tumor,d17a4d3c293a359c,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Brain Cancer/brain_tumor/brain_tumor_0781.jpg,brain_tumor,d4e24ae22f8665ce,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Brain Cancer/brain_tumor/brain_tumor_2340.jpg,brain_tumor,85957a5e6968a725,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Brain Cancer/brain_glioma/brain_glioma_0938.jpg,brain_glioma,85c67e38211b97e3,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Brain Cancer/brain_tumor/brain_tumor_4401.jpg,brain_tumor,d5eb6a203cf7310a,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Brain Cancer/brain_glioma/brain_glioma_2327.jpg,brain_glioma,80937fbc7c493067,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Brain Cancer/brain_tumor/brain_tumor_1066.jpg,brain_tumor,80075ecf3bc63f88,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Brain Cancer/brain_glioma/brain_glioma_3099.jpg,brain_glioma,8f7074c76b9c5291,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Brain Cancer/brain_menin/brain_menin_3987.jpg,brain_menin,cb0c3492f399cf64,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Brain Cancer/brain_tumor/brain_tumor_4697.jpg,brain_tumor,d0132fb93df27640,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Brain Cancer/brain_tumor/brain_tumor_1926.jpg,brain_tumor,8073571c5c6b732e,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Brain Cancer/brain_tumor/brain_tumor_1449.jpg,brain_tumor,d57b48283e351e65,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Brain Cancer/brain_menin/brain_menin_1171.jpg,brain_menin,d42f2bff21c0b483,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Brain Cancer/brain_menin/brain_menin_3205.jpg,brain_menin,d5ee4af06ec065c2,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Brain Cancer/brain_glioma/brain_glioma_2146.jpg,brain_glioma,d0632d2436d9f2ce,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Brain Cancer/brain_glioma/brain_glioma_1381.jpg,brain_glioma,956a6a8539d66c5a,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Brain Cancer/brain_glioma/brain_glioma_0581.jpg,brain_glioma,d3d329893e0e303f,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Brain Cancer/brain_glioma/brain_glioma_0544.jpg,brain_glioma,97946a6ab534c693,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Brain Cancer/brain_glioma/brain_glioma_3386.jpg,brain_glioma,80c47f7b6839a5cc,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Brain Cancer/brain_menin/brain_menin_0995.jpg,brain_menin,857a7aa5229749da,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Brain Cancer/brain_tumor/brain_tumor_2161.jpg,brain_tumor,d0d42b4a3d0d3737,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Brain Cancer/brain_menin/brain_menin_2211.jpg,brain_menin,84827fd56a3a6a6a,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Brain Cancer/brain_glioma/brain_glioma_2738.jpg,brain_glioma,96d3693ce5609e16,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Brain Cancer/brain_tumor/brain_tumor_3911.jpg,brain_tumor,d4f11b9529d83fc0,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Brain Cancer/brain_menin/brain_menin_0912.jpg,brain_menin,d16a3a251fd1dac4,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Brain Cancer/brain_menin/brain_menin_0880.jpg,brain_menin,c1c13f3fd032c5c9,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Brain Cancer/brain_glioma/brain_glioma_3200.jpg,brain_glioma,d5c82a926f37253c,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Brain Cancer/brain_glioma/brain_glioma_0180.jpg,brain_glioma,85347a633bc7259c,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Brain Cancer/brain_glioma/brain_glioma_2161.jpg,brain_glioma,87957a12616ae769,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Brain Cancer/brain_menin/brain_menin_4229.jpg,brain_menin,d0f32bc83d0d762c,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Brain Cancer/brain_glioma/brain_glioma_2090.jpg,brain_glioma,d21b2d6d34f4da12,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Brain Cancer/brain_tumor/brain_tumor_3508.jpg,brain_tumor,80c87d8e6b9bcb1c,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Brain Cancer/brain_tumor/brain_tumor_4075.jpg,brain_tumor,85b57c85709b6b58,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Brain Cancer/brain_menin/brain_menin_1373.jpg,brain_menin,84367f7d6ac1608e,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Brain Cancer/brain_menin/brain_menin_4460.jpg,brain_menin,9e6e68356396069b,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Brain Cancer/brain_glioma/brain_glioma_3238.jpg,brain_glioma,c4cb2b3c34e69339,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Brain Cancer/brain_glioma/brain_glioma_2159.jpg,brain_glioma,d23d2dde36c31ac0,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Brain Cancer/brain_tumor/brain_tumor_1906.jpg,brain_tumor,8556163f5bec6c24,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Brain Cancer/brain_tumor/brain_tumor_2576.jpg,brain_tumor,80c407973f857d6b,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Brain Cancer/brain_menin/brain_menin_2361.jpg,brain_menin,926d659a6aad9692,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Brain Cancer/brain_tumor/brain_tumor_0046.jpg,brain_tumor,d4c702806f0f763f,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Brain Cancer/brain_tumor/brain_tumor_4442.jpg,brain_tumor,c1c24fc73a1e2e78,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Brain Cancer/brain_tumor/brain_tumor_2458.jpg,brain_tumor,d0e02ab727033e3f,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Brain Cancer/brain_tumor/brain_tumor_3218.jpg,brain_tumor,c071553a7c2a7575,train
/home/jovyan/.cache/kagglehub/datasets/obulisainaren/multi-cancer/versions/3/Multi Cancer/Multi Cancer/Brain Cancer/brain_glioma/brain_glioma_2669.jpg,brain_glioma,979c7858636a6565,train
